log_id,node_id,json_status,http_response_code,response_time_ms,load_val,L_V1
2577,266,OPERATIONAL,200,140,0.3046042460667356,
5245,57,OPERATIONAL,200,133,,0.2208768932514138
3540,339,OPERATIONAL,200,103,0.8256265715550382,
305,345,OPERATIONAL,200,138,0.8008374460953448,
218,12,OPERATIONAL,429,222,0.8527848729810362,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
2588,266,OPERATIONAL,200,134,0.7236345566973124,
1611,57,OPERATIONAL,200,104,0.21909162934918192,
3668,339,OPERATIONAL,200,126,0.1708783959139636,
305,345,OPERATIONAL,200,138,0.8008374460953448,
3841,12,OPERATIONAL,206,223,0.871129003875538,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
3489,266,OPERATIONAL,200,112,0.35535462771121695,
1728,57,OPERATIONAL,200,107,0.1300360092190764,
3748,339,OPERATIONAL,200,113,0.8774434751507012,
305,345,OPERATIONAL,200,138,0.8008374460953448,
218,12,OPERATIONAL,429,222,0.8527848729810362,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
3509,266,OPERATIONAL,200,132,0.5649901886476453,
1746,57,OPERATIONAL,200,134,0.7838720887167878,
4246,339,OPERATIONAL,200,111,0.8128350239411296,
305,345,OPERATIONAL,200,138,0.8008374460953448,
3841,12,OPERATIONAL,206,223,0.871129003875538,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
3577,266,OPERATIONAL,200,129,0.16971045663256767,
2329,57,OPERATIONAL,200,119,0.1632119286710262,
4686,339,OPERATIONAL,200,109,0.1442541538612309,
305,345,OPERATIONAL,200,138,0.8008374460953448,
218,12,OPERATIONAL,429,222,0.8527848729810362,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
3836,266,OPERATIONAL,200,119,0.3609940770041322,
2455,57,OPERATIONAL,200,113,0.582498537673234,
4934,339,OPERATIONAL,200,112,0.7553995045776891,
305,345,OPERATIONAL,200,138,0.8008374460953448,
3841,12,OPERATIONAL,206,223,0.871129003875538,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
4304,266,OPERATIONAL,200,102,0.16748030132465413,
2685,57,OPERATIONAL,200,107,0.3874659696412449,
81,339,OPERATIONAL,200,105,0.5972230830756444,
305,345,OPERATIONAL,200,138,0.8008374460953448,
218,12,OPERATIONAL,429,222,0.8527848729810362,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
4478,266,OPERATIONAL,200,109,0.33185571046884466,
2873,57,OPERATIONAL,200,140,0.26954803316656095,
1063,339,OPERATIONAL,200,127,0.3042952060469888,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1550,12,OPERATIONAL,206,247,0.6142420287971027,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
4586,266,OPERATIONAL,200,137,0.11792446205294889,
3156,57,OPERATIONAL,200,125,0.681564382918108,
305,345,OPERATIONAL,200,138,0.8008374460953448,
3841,12,OPERATIONAL,206,223,0.871129003875538,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
5230,266,OPERATIONAL,200,140,,0.3065989658385758
3369,57,OPERATIONAL,200,104,0.12923399492089685,
305,345,OPERATIONAL,200,138,0.8008374460953448,
218,12,OPERATIONAL,429,222,0.8527848729810362,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
5238,266,OPERATIONAL,200,131,,0.4284783888579934
3428,57,OPERATIONAL,200,110,0.2881421868005834,
305,345,OPERATIONAL,200,138,0.8008374460953448,
3841,12,OPERATIONAL,206,223,0.871129003875538,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
5294,266,OPERATIONAL,200,111,,0.19222714789465556
3682,57,OPERATIONAL,200,134,0.7128130012773679,
305,345,OPERATIONAL,200,138,0.8008374460953448,
218,12,OPERATIONAL,429,222,0.8527848729810362,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
5357,266,OPERATIONAL,200,130,,0.3079025354575914
4023,57,OPERATIONAL,200,127,0.6794494623181103,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1927,12,OPERATIONAL,429,250,0.48898523599183097,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
5576,266,OPERATIONAL,200,111,,0.33725999803255924
4817,57,OPERATIONAL,200,106,0.4659651323037026,
305,345,OPERATIONAL,200,138,0.8008374460953448,
3841,12,OPERATIONAL,206,223,0.871129003875538,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
5625,266,OPERATIONAL,200,106,,0.45266763776453667
4864,57,OPERATIONAL,200,104,0.5628370864099946,
305,345,OPERATIONAL,200,138,0.8008374460953448,
218,12,OPERATIONAL,429,222,0.8527848729810362,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
5861,266,OPERATIONAL,200,119,,0.18513925179933077
213,57,OPERATIONAL,200,104,0.7389490286426352,
305,345,OPERATIONAL,200,138,0.8008374460953448,
2230,12,OPERATIONAL,206,246,0.571055440450967,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
6097,266,OPERATIONAL,200,117,,0.7053587089083325
463,57,OPERATIONAL,200,114,0.5799813143657916,
305,345,OPERATIONAL,200,138,0.8008374460953448,
3841,12,OPERATIONAL,206,223,0.871129003875538,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
466,57,OPERATIONAL,200,137,0.5872355800800799,
305,345,OPERATIONAL,200,138,0.8008374460953448,
2348,12,OPERATIONAL,429,214,0.11344452663118387,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
630,57,OPERATIONAL,200,103,0.7782982618923293,
305,345,OPERATIONAL,200,138,0.8008374460953448,
218,12,OPERATIONAL,429,222,0.8527848729810362,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
727,57,OPERATIONAL,200,112,0.19596316479218406,
305,345,OPERATIONAL,200,138,0.8008374460953448,
3841,12,OPERATIONAL,206,223,0.871129003875538,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
6093,57,OPERATIONAL,200,119,,0.5640527407987211
305,345,OPERATIONAL,200,138,0.8008374460953448,
218,12,OPERATIONAL,429,222,0.8527848729810362,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
305,345,OPERATIONAL,200,138,0.8008374460953448,
5402,12,OPERATIONAL,429,242,,0.2772443403149999
1761,416,OPERATIONAL,429,222,0.5211327351204766,
305,345,OPERATIONAL,200,138,0.8008374460953448,
3841,12,OPERATIONAL,206,223,0.871129003875538,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1,82,OPERATIONAL,200,117,0.21523738332184453,
3,256,OPERATIONAL,200,120,0.345487413260784,
11,125,OPERATIONAL,206,236,0.8700873706476114,
228,41,OPERATIONAL,206,245,0.8749268196829515,
4,160,OPERATIONAL,200,125,0.317746934863928,
0,412,OPERATIONAL,206,248,0.18853891907720605,
2,151,OPERATIONAL,429,216,0.38993907659144655,
10,274,OPERATIONAL,429,240,0.5104580235064274,
5,241,OPERATIONAL,200,127,0.10025013886421111,
5000,98,OPERATIONAL,200,113,,0.5559963249814129
5001,216,OPERATIONAL,200,114,,0.18141702700632711
5002,124,OPERATIONAL,200,102,,0.39570898330655724
6,358,OPERATIONAL,200,118,0.2136395841909284,
7,10,OPERATIONAL,200,109,0.562642330202015,
8,307,OPERATIONAL,200,128,0.8747713489588511,
9,402,OPERATIONAL,200,115,0.5822829940268556,
12,67,OPERATIONAL,200,104,0.6900860999328826,
13,194,OPERATIONAL,200,117,0.4783864579581911,
14,343,OPERATIONAL,200,105,0.8466142497571146,
15,368,OPERATIONAL,200,120,0.3843023646812528,
17,365,OPERATIONAL,200,105,0.5072573748122924,
18,141,OPERATIONAL,200,112,0.3406537775451775,
19,146,OPERATIONAL,200,117,0.3160230276375705,
20,132,OPERATIONAL,200,119,0.11584742409718692,
21,425,OPERATIONAL,200,118,0.11892108827316061,
481,106,OPERATIONAL,429,244,0.8994928014757813,
923,154,OPERATIONAL,206,243,0.8554461593742667,
930,426,OPERATIONAL,429,212,0.8595173297458062,
22,116,OPERATIONAL,200,138,0.4680735137255615,
16,63,OPERATIONAL,206,242,0.21680456124785313,
43,180,OPERATIONAL,429,234,0.7331285009825413,
61,486,OPERATIONAL,206,214,0.44018582748140767,
23,258,OPERATIONAL,200,138,0.2971982510581335,
5003,460,OPERATIONAL,200,130,,0.7422398768477265
5004,221,OPERATIONAL,200,121,,0.28265622086198205
5005,445,OPERATIONAL,200,134,,0.3735202620118432
24,55,OPERATIONAL,200,106,0.3993190475573851,
25,184,OPERATIONAL,200,110,0.6634835904050901,
26,380,OPERATIONAL,200,138,0.24319633125991516,
27,458,OPERATIONAL,200,111,0.26016234229736657,
28,145,OPERATIONAL,200,117,0.8797794733749086,
29,45,OPERATIONAL,200,108,0.7263062670959245,
30,181,OPERATIONAL,200,139,0.7604714755716487,
31,79,OPERATIONAL,200,115,0.7758585292904304,
32,419,OPERATIONAL,200,101,0.7964134491042744,
33,373,OPERATIONAL,200,126,0.8514780096140978,
34,124,OPERATIONAL,200,129,0.2876982412723307,
35,286,OPERATIONAL,200,130,0.6731511328690812,
36,355,OPERATIONAL,200,115,0.1949124352544736,
1042,182,OPERATIONAL,206,218,0.8691505577323672,
1050,447,OPERATIONAL,429,236,0.8984833429802278,
1224,338,OPERATIONAL,429,244,0.8824800738633185,
37,455,OPERATIONAL,200,140,0.6594709734735764,
74,225,OPERATIONAL,429,222,0.3762472123482753,
76,444,OPERATIONAL,206,234,0.6145370732492452,
85,48,OPERATIONAL,429,214,0.6236518721952121,
38,65,OPERATIONAL,200,117,0.8318751148755784,
5006,24,OPERATIONAL,200,102,,0.23285704966378812
5007,392,OPERATIONAL,200,123,,0.2542457778704067
5008,411,OPERATIONAL,200,134,,0.8596696782086306
39,349,OPERATIONAL,200,111,0.519039066602926,
40,261,OPERATIONAL,200,119,0.22405864764026104,
41,98,OPERATIONAL,200,103,0.7292442292653328,
42,319,OPERATIONAL,200,106,0.8912481932198245,
44,72,OPERATIONAL,200,112,0.38565877935411585,
45,284,OPERATIONAL,200,129,0.16726361397188388,
46,282,OPERATIONAL,200,106,0.20832830474264777,
47,355,OPERATIONAL,200,123,0.20789799336817688,
48,205,OPERATIONAL,200,101,0.5325886115973675,
49,170,OPERATIONAL,200,105,0.19241408646085506,
50,221,OPERATIONAL,200,117,0.30503125813648585,
51,181,OPERATIONAL,200,129,0.4313538192624635,
52,473,OPERATIONAL,200,129,0.5660617427927259,
1413,447,OPERATIONAL,429,236,0.8732147842672598,
1505,432,OPERATIONAL,429,235,0.8904981206329088,
1549,459,OPERATIONAL,429,223,0.8548865937291432,
53,364,OPERATIONAL,200,137,0.6014256541319607,
86,246,OPERATIONAL,206,211,0.6520720554800283,
92,399,OPERATIONAL,206,228,0.8122392100417327,
96,47,OPERATIONAL,206,247,0.30954289286803705,
54,406,OPERATIONAL,200,106,0.17100167952561654,
5009,72,OPERATIONAL,200,109,,0.6782982768970389
5010,357,OPERATIONAL,200,133,,0.5868050935901522
5011,288,OPERATIONAL,206,240,,0.6137599906275035
55,99,OPERATIONAL,200,102,0.7776127316288223,
56,473,OPERATIONAL,200,124,0.6007992805151515,
57,43,OPERATIONAL,200,118,0.4938347611241001,
58,425,OPERATIONAL,200,101,0.5603471547340289,
59,61,OPERATIONAL,200,134,0.29936828315614045,
60,164,OPERATIONAL,200,109,0.8911981584190215,
62,7,OPERATIONAL,200,116,0.10876556920611043,
63,155,OPERATIONAL,200,116,0.39144362367724395,
64,212,OPERATIONAL,200,118,0.4856823476034152,
65,282,OPERATIONAL,200,133,0.3339395397209458,
66,461,OPERATIONAL,200,116,0.15003157221659658,
67,45,OPERATIONAL,200,105,0.550650629921675,
68,370,OPERATIONAL,200,108,0.466298429334002,
1805,471,OPERATIONAL,206,233,0.8625388291386114,
1866,288,OPERATIONAL,206,218,0.8519772250408452,
2185,225,OPERATIONAL,429,236,0.8552227574040693,
69,295,OPERATIONAL,200,121,0.8823059938705986,
114,497,OPERATIONAL,429,247,0.23004772795651895,
119,80,OPERATIONAL,429,248,0.6666721544365032,
121,25,OPERATIONAL,429,215,0.7793289139707972,
70,58,OPERATIONAL,200,140,0.16872429121872312,
5012,327,OPERATIONAL,200,133,,0.22422124533412344
5013,243,OPERATIONAL,200,124,,0.50126221441402
5014,326,OPERATIONAL,200,120,,0.37707380802954205
71,27,OPERATIONAL,200,115,0.3017714497615643,
72,98,OPERATIONAL,200,136,0.43231848278767504,
73,36,OPERATIONAL,200,135,0.4520992111641198,
75,488,OPERATIONAL,200,119,0.1447116569118271,
77,405,OPERATIONAL,200,107,0.7478354521741157,
78,218,OPERATIONAL,200,109,0.35884574722252494,
79,472,OPERATIONAL,200,139,0.1523916790496599,
80,317,OPERATIONAL,200,114,0.6077691577512402,
82,32,OPERATIONAL,200,105,0.7414013465872533,
83,183,OPERATIONAL,200,137,0.28249767486627486,
84,104,OPERATIONAL,200,114,0.8081018422671867,
87,405,OPERATIONAL,200,135,0.43351746886943887,
2265,296,OPERATIONAL,429,210,0.8973730600383,
2411,163,OPERATIONAL,429,221,0.858728544965948,
2544,188,OPERATIONAL,206,231,0.8949611398376908,
88,335,OPERATIONAL,200,139,0.7587976735932908,
128,397,OPERATIONAL,206,220,0.796883488832543,
142,432,OPERATIONAL,206,210,0.5492847914253879,
163,125,OPERATIONAL,429,235,0.6292315749101327,
89,95,OPERATIONAL,200,139,0.6005973253722562,
5015,360,OPERATIONAL,200,113,,0.7749860702915574
5016,451,OPERATIONAL,200,110,,0.7136367880452784
5017,35,OPERATIONAL,200,119,,0.12159207800956794
90,291,OPERATIONAL,200,118,0.632100327110556,
91,376,OPERATIONAL,200,123,0.7645845997311992,
93,45,OPERATIONAL,200,106,0.5101215276190393,
94,351,OPERATIONAL,200,102,0.8810340448933703,
95,494,OPERATIONAL,200,128,0.686404920897491,
97,330,OPERATIONAL,200,108,0.44856586467355175,
98,367,OPERATIONAL,200,103,0.6830973443056184,
99,357,OPERATIONAL,200,107,0.24390029444067318,
100,99,OPERATIONAL,200,119,0.5616303491793655,
101,318,OPERATIONAL,200,125,0.7234772673078397,
102,409,OPERATIONAL,200,134,0.8690282460582818,
103,194,OPERATIONAL,200,137,0.10115329603389506,
104,332,OPERATIONAL,200,103,0.15893647020692062,
2575,63,OPERATIONAL,429,218,0.867844857453533,
2659,296,OPERATIONAL,429,235,0.8660756577363988,
2937,379,OPERATIONAL,206,215,0.853070854836065,
105,374,OPERATIONAL,200,106,0.26071502944379377,
170,180,OPERATIONAL,206,241,0.1126559575026013,
173,81,OPERATIONAL,206,241,0.41225790300501874,
191,362,OPERATIONAL,429,242,0.4673503342053902,
106,42,OPERATIONAL,200,137,0.8940386405074022,
5018,50,OPERATIONAL,429,215,,0.7856346085824375
5019,408,OPERATIONAL,200,123,,0.5316201467077558
5020,364,OPERATIONAL,200,136,,0.5510604800047348
107,442,OPERATIONAL,200,112,0.8012805567788663,
108,417,OPERATIONAL,200,116,0.531423379108498,
109,227,OPERATIONAL,200,115,0.8756155196989835,
110,120,OPERATIONAL,200,109,0.6155302958572588,
111,16,OPERATIONAL,200,106,0.1445419211845164,
112,35,OPERATIONAL,200,116,0.7395990081827201,
113,251,OPERATIONAL,200,137,0.8600754860787997,
115,272,OPERATIONAL,200,107,0.18038523696939646,
116,248,OPERATIONAL,200,117,0.7686571074989365,
117,311,OPERATIONAL,200,105,0.5172014646762714,
118,234,OPERATIONAL,200,136,0.3144427605864516,
120,160,OPERATIONAL,200,134,0.857466652821144,
122,91,OPERATIONAL,200,111,0.6500970094701779,
3001,399,OPERATIONAL,429,238,0.8875422534181899,
3055,47,OPERATIONAL,206,236,0.8599324794369937,
3366,444,OPERATIONAL,206,236,0.8529205135165608,
123,2,OPERATIONAL,200,137,0.6257236077151355,
193,463,OPERATIONAL,429,236,0.143725350481132,
202,47,OPERATIONAL,429,246,0.26504631554307634,
207,201,OPERATIONAL,429,226,0.5654820615954628,
124,370,OPERATIONAL,200,116,0.28896933770731104,
5021,102,OPERATIONAL,200,135,,0.8682656915021926
5022,50,OPERATIONAL,206,221,,0.5102251241271891
5023,316,OPERATIONAL,200,118,,0.4489542067720905
125,144,OPERATIONAL,200,125,0.5789552792096478,
126,221,OPERATIONAL,200,107,0.5928742536907325,
127,166,OPERATIONAL,200,127,0.8340967890844077,
129,470,OPERATIONAL,200,104,0.6775515771331613,
130,61,OPERATIONAL,200,110,0.8378066475950879,
131,314,OPERATIONAL,200,113,0.3773130414140654,
132,377,OPERATIONAL,200,126,0.705388191076789,
133,280,OPERATIONAL,200,115,0.3045734869801743,
134,360,OPERATIONAL,200,120,0.33217652222481087,
135,38,OPERATIONAL,200,139,0.5296803589404498,
136,309,OPERATIONAL,200,106,0.1951525533969897,
137,475,OPERATIONAL,200,138,0.8784078084642867,
138,35,OPERATIONAL,200,111,0.7301316729796172,
3374,484,OPERATIONAL,429,213,0.8884012818806122,
3557,432,OPERATIONAL,429,217,0.8916825404134401,
3576,114,OPERATIONAL,206,218,0.8968344210672126,
139,211,OPERATIONAL,200,139,0.4900432325676255,
210,174,OPERATIONAL,429,223,0.6918526265643347,
215,182,OPERATIONAL,206,242,0.7173323862439024,
226,114,OPERATIONAL,429,214,0.845111681509013,
140,254,OPERATIONAL,200,111,0.7811757697073427,
5024,191,OPERATIONAL,200,127,,0.41207568343121903
5025,94,OPERATIONAL,200,131,,0.18183074026586638
5026,308,OPERATIONAL,200,109,,0.15180521245906578
141,234,OPERATIONAL,200,139,0.42970196738936806,
143,17,OPERATIONAL,200,125,0.6845871397158154,
144,283,OPERATIONAL,200,129,0.16269896707768572,
145,258,OPERATIONAL,200,113,0.8409468278693026,
146,413,OPERATIONAL,200,120,0.5379202996374538,
147,271,OPERATIONAL,200,110,0.7122928837022838,
148,165,OPERATIONAL,200,117,0.10802868360890852,
149,73,OPERATIONAL,200,119,0.4497355936290134,
150,343,OPERATIONAL,200,105,0.8054150898374925,
151,358,OPERATIONAL,200,108,0.8457015174665459,
152,474,OPERATIONAL,200,126,0.7016930819829635,
153,479,OPERATIONAL,200,118,0.4536559303307882,
154,424,OPERATIONAL,200,108,0.6572904208301338,
3750,13,OPERATIONAL,429,240,0.8678777853683699,
3988,486,OPERATIONAL,206,223,0.8674718067323317,
155,259,OPERATIONAL,200,107,0.8461352253647131,
237,397,OPERATIONAL,206,239,0.34189322675407474,
241,122,OPERATIONAL,206,214,0.7495186920152069,
248,263,OPERATIONAL,429,234,0.13858359275796792,
156,1,OPERATIONAL,200,140,0.7048460454355896,
5028,431,OPERATIONAL,200,125,,0.4640322256017213
5029,64,OPERATIONAL,200,104,,0.3330263260365611
157,77,OPERATIONAL,200,108,0.1436145846090005,
158,330,OPERATIONAL,200,112,0.3512815349301247,
159,97,OPERATIONAL,200,103,0.561674821342754,
160,418,OPERATIONAL,200,125,0.19732931532416975,
161,231,OPERATIONAL,200,126,0.8789265610587985,
162,26,OPERATIONAL,200,117,0.6398322387514999,
164,277,OPERATIONAL,200,115,0.6642499477001742,
165,242,OPERATIONAL,200,126,0.12000755654786577,
166,456,OPERATIONAL,200,118,0.329051553351693,
167,155,OPERATIONAL,200,106,0.4594852622108999,
168,273,OPERATIONAL,200,111,0.8188059818688567,
169,318,OPERATIONAL,200,102,0.5616189222847934,
171,490,OPERATIONAL,200,131,0.4908610285488729,
4086,188,OPERATIONAL,206,233,0.8552727031337755,
4235,122,OPERATIONAL,206,236,0.8699327257614583,
4656,154,OPERATIONAL,429,210,0.8641811803548656,
172,343,OPERATIONAL,200,123,0.3571863369285696,
260,80,OPERATIONAL,206,221,0.5989663788095996,
284,86,OPERATIONAL,429,225,0.6753683950929992,
286,480,OPERATIONAL,429,210,0.7161493100229794,
174,318,OPERATIONAL,200,117,0.7832661592842468,
5030,37,OPERATIONAL,200,103,,0.13417725840569306
5031,444,OPERATIONAL,206,212,,0.6329738464029218
5032,491,OPERATIONAL,200,127,,0.7729470578514147
175,199,OPERATIONAL,200,127,0.10559267756307299,
176,126,OPERATIONAL,200,115,0.6226061535794888,
177,3,OPERATIONAL,200,123,0.3910396124936679,
178,391,OPERATIONAL,200,130,0.35251334896823117,
179,456,OPERATIONAL,200,123,0.5283124632669541,
180,76,OPERATIONAL,200,134,0.4230460057805362,
181,26,OPERATIONAL,200,131,0.3650909400287443,
182,77,OPERATIONAL,200,128,0.11360279023633453,
183,149,OPERATIONAL,200,110,0.7835086084439736,
184,111,OPERATIONAL,200,113,0.694988293853527,
185,257,OPERATIONAL,200,119,0.2623875352520429,
186,456,OPERATIONAL,200,134,0.2710025563342281,
187,299,OPERATIONAL,200,119,0.8062196101384606,
4709,174,OPERATIONAL,429,236,0.8885046947724086,
11,125,OPERATIONAL,206,236,0.8700873706476114,
188,173,OPERATIONAL,200,109,0.6600991127075778,
288,463,OPERATIONAL,429,243,0.7410209011611888,
289,480,OPERATIONAL,429,213,0.5259193556191101,
291,154,OPERATIONAL,429,244,0.5542668029972891,
189,498,OPERATIONAL,200,112,0.7002851286596952,
5033,214,OPERATIONAL,200,123,,0.548271349751435
5034,264,OPERATIONAL,200,135,,0.6250525598473147
5035,37,OPERATIONAL,200,116,,0.8802358831672915
190,59,OPERATIONAL,200,115,0.7336567674596388,
192,452,OPERATIONAL,200,106,0.4432790503656526,
194,105,OPERATIONAL,200,129,0.2224302287787265,
195,104,OPERATIONAL,200,128,0.37417304236339843,
196,414,OPERATIONAL,200,138,0.45183773921164794,
197,361,OPERATIONAL,200,110,0.36799384736834195,
198,458,OPERATIONAL,200,101,0.7959829995227579,
199,173,OPERATIONAL,200,122,0.27850305799650454,
200,206,OPERATIONAL,200,104,0.5320936001738376,
201,145,OPERATIONAL,200,120,0.2906270657731856,
204,136,OPERATIONAL,200,120,0.48628832085566065,
205,291,OPERATIONAL,200,113,0.7381777326495333,
228,41,OPERATIONAL,206,245,0.8749268196829515,
481,106,OPERATIONAL,429,244,0.8994928014757813,
923,154,OPERATIONAL,206,243,0.8554461593742667,
206,256,OPERATIONAL,200,126,0.6357149141494904,
294,154,OPERATIONAL,429,228,0.7651677324610221,
295,47,OPERATIONAL,429,249,0.19532327947371578,
296,174,OPERATIONAL,206,250,0.44491993995521584,
208,452,OPERATIONAL,200,131,0.39460365745764225,
5036,237,OPERATIONAL,200,131,,0.60534461038916
5037,350,OPERATIONAL,200,119,,0.5124711833393072
5038,181,OPERATIONAL,200,132,,0.5812019692795152
209,99,OPERATIONAL,200,137,0.5661294359494454,
211,82,OPERATIONAL,200,135,0.5988170232381081,
212,273,OPERATIONAL,200,108,0.10489080567722109,
214,280,OPERATIONAL,200,129,0.10862171331206297,
216,35,OPERATIONAL,200,132,0.2759561878087864,
217,258,OPERATIONAL,200,107,0.5419543526625992,
219,313,OPERATIONAL,200,138,0.6819137299428217,
220,276,OPERATIONAL,200,114,0.4039114277544641,
221,73,OPERATIONAL,200,139,0.14737293463647472,
222,103,OPERATIONAL,200,105,0.45447880248753025,
223,337,OPERATIONAL,200,114,0.44057953224121127,
224,135,OPERATIONAL,200,101,0.15504941401557942,
930,426,OPERATIONAL,429,212,0.8595173297458062,
1042,182,OPERATIONAL,206,218,0.8691505577323672,
1050,447,OPERATIONAL,429,236,0.8984833429802278,
225,68,OPERATIONAL,200,121,0.6580731122988744,
299,480,OPERATIONAL,206,217,0.4463016401640081,
304,163,OPERATIONAL,206,227,0.7649254566590074,
312,188,OPERATIONAL,429,220,0.6934982283655224,
227,493,OPERATIONAL,200,136,0.6621453408990774,
5039,5,OPERATIONAL,200,131,,0.20034840596549577
5040,308,OPERATIONAL,200,138,,0.3254926539427473
5041,131,OPERATIONAL,200,108,,0.5963393718137278
229,216,OPERATIONAL,200,131,0.37183602303956054,
230,4,OPERATIONAL,200,123,0.7008535269557908,
231,408,OPERATIONAL,200,134,0.11600626014057971,
232,445,OPERATIONAL,200,102,0.6944688722244431,
233,239,OPERATIONAL,200,112,0.22179765762070228,
234,438,OPERATIONAL,200,139,0.8338601619439433,
235,68,OPERATIONAL,200,108,0.5224694277934745,
236,384,OPERATIONAL,200,105,0.4942837364392261,
238,91,OPERATIONAL,200,106,0.7026527749758703,
239,269,OPERATIONAL,200,119,0.6825418618758711,
240,4,OPERATIONAL,200,133,0.2734231901604545,
242,317,OPERATIONAL,200,133,0.27796116167844986,
243,356,OPERATIONAL,200,130,0.7719027658048147,
1224,338,OPERATIONAL,429,244,0.8824800738633185,
1413,447,OPERATIONAL,429,236,0.8732147842672598,
1505,432,OPERATIONAL,429,235,0.8904981206329088,
244,42,OPERATIONAL,200,115,0.595592183915688,
331,397,OPERATIONAL,206,246,0.8112072408274925,
332,288,OPERATIONAL,429,249,0.20413950581689005,
342,127,OPERATIONAL,206,248,0.4138723020135471,
245,282,OPERATIONAL,200,126,0.18872697508377217,
5042,162,OPERATIONAL,200,106,,0.19626338124037748
5043,295,OPERATIONAL,200,111,,0.7081390218909308
5044,414,OPERATIONAL,200,135,,0.36724910128768495
246,438,OPERATIONAL,200,117,0.19034577076227432,
247,241,OPERATIONAL,200,101,0.7910243135297956,
249,135,OPERATIONAL,200,121,0.8484622040785189,
250,290,OPERATIONAL,200,124,0.3894184616125337,
251,284,OPERATIONAL,200,110,0.8972625043774415,
252,131,OPERATIONAL,200,134,0.7321655746043692,
253,247,OPERATIONAL,200,107,0.24258747623786292,
254,102,OPERATIONAL,200,118,0.38050409657513684,
255,253,OPERATIONAL,200,119,0.6711454905608528,
256,285,OPERATIONAL,200,135,0.5979468542618276,
257,132,OPERATIONAL,200,111,0.4118133538642549,
258,184,OPERATIONAL,200,136,0.8459595000830578,
259,205,OPERATIONAL,200,121,0.6531838655686393,
1549,459,OPERATIONAL,429,223,0.8548865937291432,
1805,471,OPERATIONAL,206,233,0.8625388291386114,
